id,question_text,option1,option2,option3,option4,question_type,correct_option
1593,A 36-year-old man presented to the clinic for evaluation of elevated liver enzymes. He is asymptomatic with no significant past medical history. He is a smoker and drinks alcohol every weekend. Examination was unremarkable. Which of the following is the most likely cause for his underlying liver disease?,Hemochromatosis,Alcoholic hepatitis,Hepatocellular carcinoma,Chronic hepatitis B infection,medicine,Alcoholic hepatitis
1594,"A 67-year-old man, a known case of HCV cirrhosis, admitted to Emergency Room with massive hematemesis. Variceal bleeding is suspected. On examination, he is drowsy with tense ascites. Which of the following management options has the greatest benefit in reducing this patient''s mortality?",Octreotide,IV ceftriaxone,Blood transfusion,Pantoprazole infusion,medicine,IV ceftriaxone
1595,"A 42-year-old man with hepatitis B cirrhosis evaluated for focal lesion at US abdomen. He is asymptomatic. Currently on diuretics with well-controlled ascites. Which of the following is the best treatment option? CT scan shows a 6 cm lesion with arterial enhancement at right lobe, portal vein and hepatic veins patent.",Sorafenib,Liver transplant,Surgical resection,Transarterial chemoembolization,medicine,Transarterial chemoembolization
1596,"A 22-year-old pregnant woman complains of heartburn, which is mainly at night after dinner when she is lying on the bed. She was started on antacid syrup with some response to that. She denies history of abdominal pain or nausea. Which of the following is the best next step in the management?",Start pantoprazole,Ambulatory pH testing,Lifestyle modifications,Perform upper endoscopy,obstetrics and gynecology,Lifestyle modifications
1597,"A 31-year-old patient presents to ER with melena, dizziness. Cold extremities, maroon stool. BP = 90/60 mmHg, Hb = 8.7 g/dL. Most appropriate next step?",Normal saline,Colloid solution,Blood transfusion,Albumin and Ringer lactate,medicine,Normal saline
1598,A 25-year-old woman planning pregnancy has ulcerative colitis on mesalamine. Last flare one year ago. Fecal calprotectin = 90. Best advice regarding fertility?,Difficult to get pregnant now,Can conceive as disease is controlled,High risk of abortion,Postpone pregnancy for 3 years,medicine,Can conceive as disease is controlled
1600,"A 21-year-old man presents with itchy rash over elbows, bloating, diarrhea. Family history positive. Biopsy showed subtotal villous atrophy. Most appropriate treatment?",Oral steroid,IV pantoprazole,Gluten-free diet,Iron + repeat endoscopy in 3 months,medicine,Gluten-free diet
1601,Which factor most strongly increases osteoporosis risk in Crohn's disease?,Age 20-40,Premenopausal status,Long-term steroid use,Extensive colonic involvement,medicine,Long-term steroid use
1602,"A 35-year-old woman with chronic GERD, BMI = 28 kg/m², on omeprazole, reports nighttime heartburn despite meds. Endoscopy confirms esophagitis. Next best step?",Add antacid twice daily,Ranitidine at bedtime,Advise weight loss,Refer for Nissen fundoplication,medicine,Ranitidine at bedtime
1603,A 32-year-old man with ileocolonic Crohn’s disease on steroids and pentasa. Developed perianal fistulas. MRI confirmed perianal fistulae. Most appropriate next step?,Methotrexate,Azathioprine,Budesonide,Infliximab,medicine,Infliximab
1604,A 40-year-old asymptomatic man requests colonoscopy screening. No family history of CRC. What is recommended age for average-risk screening?,45,55,65,Order now,medicine,45
1605,"A 40-year-old man with dyspepsia, partial response to H. pylori triple therapy. Endoscopy shows gastric erosions, biopsy positive for H. pylori. Best next regimen?",Repeat same regimen x14 days,PPI + metronidazole + doxycycline,PPI + levofloxacin + amoxicillin + metronidazole,PPI + bismuth + tetracycline + metronidazole,medicine,PPI + bismuth + tetracycline + metronidazole
1606,"A 45-year-old woman with progressive dysphagia for solids and liquids, chest discomfort, nocturnal cough. Most likely diagnosis?",Achalasia,Esophageal web,Pharyngeal pouch,Squamous cancer of esophagus,medicine,Achalasia
1607,"A 45-year-old man with dyspepsia, endoscopy reveals multiple antral ulcers. Biopsy shows MALT lymphoma and H. pylori. CT normal. Best management?",Chemotherapy,Radiotherapy,Gastrectomy,H. pylori eradication,medicine,H. pylori eradication
1608,"A 45-year-old man diagnosed with HCV genotype 4, viral load = 2 million IU/mL, fibrosis stage F3. Best treatment option?",Entecavir,Peg-interferon,Ledipasvir/sofosbuvir,Observe and repeat labs in 3 months,medicine,Ledipasvir/sofosbuvir
1609,A 46-year-old man post-MI develops sharp substernal pain worse with coughing. Relieved by sitting forward. Pericardial friction rub and JVP elevated. Most likely ECG finding?,Atrial fibrillation,Sinus tachycardia,Diffuse ST elevation,Prolonged PR interval,medicine,Diffuse ST elevation
1610,"A 60-year-old man post-MI has BP = 80/50 mmHg, HR = 40 bpm. Most appropriate initial management?",IV atropine 0.6 mg,Normal saline bolus,IV isoproterenol,IV dobutamine,medicine,IV atropine 0.6 mg
1611,A 65-year-old man presents with chest pain mimicking indigestion. ECG shows anterolateral STEMI. No PCI facility available. Best initial intervention?,ASA + streptokinase + nitroglycerin + beta-blockers,ASA + streptokinase + heparin + beta-blockers,Nitroglycerin + ASA + heparin + beta-blockers,ASA + nitroglycerin + beta-blockers,medicine,ASA + streptokinase + nitroglycerin + beta-blockers
1612,A 60-year-old man with episodic chest discomfort over 3 days. Now persistent ST depression that resolved. Normal cardiac enzymes. Most likely diagnosis?,Unstable angina,Acute pericarditis,Myocardial infarction,Aortic dissection,medicine,Unstable angina
1613,"A 65-year-old woman with sudden dyspnea, left shoulder/arm pain, hypotension. ECG findings present. Best treatment after ED stabilization?",Low molecular weight heparin,Streptokinase,t-PA thrombolysis,Primary coronary stenting,medicine,Primary coronary stenting
1614,"A 75-year-old man with hypertension, diabetes, TIA history found to have asymptomatic atrial fibrillation. Most appropriate next step?",Add digoxin,Pharmacologic cardioversion,Anticoagulation for stroke prevention,No further action,medicine,Anticoagulation for stroke prevention
1615,"A 29-year-old woman presents with orthopnea 1 week postpartum. LVEF 30%, bilateral crepitations. Most likely diagnosis?",Peripartum cardiomyopathy,Pulmonary embolism,Myocardial infarction,Pneumonia,medicine,Peripartum cardiomyopathy
1616,"A 55-year-old man 6 days post-MI suddenly develops dyspnea, frothy sputum, new systolic murmur. Most likely cause?",Ruptured aortic cusp,Pulmonary embolism,Tricuspid regurgitation,Ruptured papillary muscle,medicine,Ruptured papillary muscle
1617,"A 40-year-old man collapses while exercising. Has chest pain, IV/LSB systolic murmur. Murmur increases with Valsalva maneuver. Most likely diagnosis?",Aortic stenosis,Pulmonic stenosis,Restrictive cardiomyopathy,Hypertrophic cardiomyopathy,medicine,Hypertrophic cardiomyopathy
1618,A 55-year-old man presents with ongoing retrosternal chest pain. ECG shows inferior STEMI. Most likely diagnosis?,Anterior STEMI,Inferior STEMI,Unstable angina,Non-ST MI,medicine,Inferior STEMI
1619,A 60-year-old woman with CHF presents with nocturnal dyspnea. Echo shows LV ejection fraction of 30%. Which drug should be added to her regimen?,Aspirin,Amlodipine,Spironolactone,Isosorbide dinitrate,medicine,Spironolactone
1620,Which agent reduces mortality in congestive heart failure?,Digitalis,Enalapril,Furosemide,Procainamide,medicine,Enalapril
1621,Which is a recognized side effect of furosemide in CHF?,Hypokalemia,Bronchospasm,Hypoglycemia,Hemolytic anemia,medicine,Hypokalemia
1622,"A 40-year-old woman presents with vomiting, abdominal pain, and yellow vision. Most likely diagnosis?",Anterolateral MI,Digoxin toxicity,Hypokalemia,Hypothermia,medicine,Digoxin toxicity
1623,A 60-year-old patient on adenosine for stable SVT. In which condition should adenosine dose be reduced?,Theophylline use,Dipyridamole use,Renal impairment,Mitral regurgitation,medicine,Dipyridamole use
1624,"A 39-year-old man presents with fever 19 days after acute rheumatic fever. Tooth extraction history, splenomegaly, hematuria. Most likely diagnosis?",Floppy mitral valve,Bacterial endocarditis,Acute MI,Recurrent rheumatic fever,medicine,Bacterial endocarditis
1625,A 62-year-old man with worsening retrosternal chest pain lasting longer than before. Pain occurs at rest. Most likely type of angina?,Unstable,Heberden's angina,Exertional angina,Prinzmetal angina,medicine,Unstable
1626,"A 52-year-old hypertensive man on HCTZ with BP = 155/101 mmHg, fasting glucose elevated. Most appropriate next step?",Add beta blocker,Add calcium channel blocker,Double diuretic dose,Add ACE inhibitor,medicine,Add ACE inhibitor
1627,"A 30-year-old IV drug user presents with fever, arthralgia, palm lesions, retinal changes, and splinter hemorrhages. Most likely diagnosis?",Syphilis,HIV infection,Infectious hepatitis,Bacterial endocarditis,medicine,Bacterial endocarditis
1628,"A 55-year-old woman with COPD on LABA and inhaled corticosteroid presents with worsening symptoms. Exam shows low oxygen saturation, elevated PCO2, low PO2. Most appropriate treatment?",Start mucolytics,Start oral diuretics,Start oral prednisone,Start oxygen therapy,medicine,Start oxygen therapy
1629,"A 66-year-old woman with 6-week history of dyspnea, pleuritic chest pain, weight loss, bilateral pleural effusions, and a right breast mass. Pleural fluid findings suggest exudate. Most likely diagnosis?",Exudative pleural effusion due to malignancy,Transudative pleural effusion due to malignancy,Exudative pleural effusion due to heart failure,Transudative pleural effusion due to empyema,medicine,Exudative pleural effusion due to malignancy
1630,A 28-year-old pregnant woman with well-controlled asthma on budesonide and albuterol. She uses leukotriene inhibitor during fall. No current symptoms. Best advice regarding medications during pregnancy?,Continue the current treatments as they are safe during pregnancy,Stop budesonide and continue albuterol inhaler,Stop albuterol and continue budesonide inhaler,Switch to as-needed albuterol therapy,obstetrics and gynecology,Continue the current treatments as they are safe during pregnancy
1631,"A 26-year-old man presents with shortness of breath, wheezing, and coughing during exercise. Spirometry normal. Next best step in assessment?",Repeat spirometry,Clinical observation,Methacholine challenge test,Helical CT scan for the chest,medicine,Methacholine challenge test
1632,"A 31-year-old woman with daily wheezing and breathlessness diagnosed with moderate persistent asthma. In addition to SABA, most appropriate treatment?",Add a low-dose inhaled corticosteroid and long-acting B2-agonist,Add a low-dose inhaled corticosteroid,Add a leukotriene antagonist,Add theophylline,medicine,Add a low-dose inhaled corticosteroid and long-acting B2-agonist
1633,A 66-year-old woman with severe COPD presents with worsening dyspnea. ABG shows respiratory acidosis. Best next step in management?,Non-invasive ventilation,Increase supplemental oxygen,Decrease supplemental oxygen,Intubation and mechanical ventilation,medicine,Non-invasive ventilation
1634,A 58-year-old woman diagnosed with pulmonary embolism. Which is an indication to perform thrombophilia workup?,Age above 55 years,Being on oral contraceptive pills,Has a history of connective tissue disease,Has negative family history of thrombosis,medicine,Being on oral contraceptive pills
1635,A 32-year-old asymptomatic man with incidental finding of 7mm lung nodule on CT. No risk factors. Most appropriate next step?,Repeat CT scan within 3-6 months,Pulmonary function test,Biopsy of this lesion,PET scan,medicine,Repeat CT scan within 3-6 months
1636,"A 30-year-old overweight man presents with 6-month intermittent epigastric burning pain, nausea, hoarseness, nocturnal cough. Most likely diagnosis?",Peptic Ulcer,Atypical angina,Chronic cholelithiasis,Gastroesophageal reflux disease,medicine,Gastroesophageal reflux disease
1637,A 40-year-old man with GERD symptoms not relieved by OTC antacids. Most appropriate course of action?,Surgery,Antibiotic,Lifestyle modification,Proton pump inhibitors,medicine,Proton pump inhibitors
1638,A person who has received all 3 doses of hepatitis B vaccine and never had HBV infection. Which serologic marker is expected positive?,HBcAb,HBsAb,HBeAb,HBeAb and HBsAb,medicine,HBsAb
1639,"What is the immunological status of a patient with negative HBsAg, positive anti-HBc, and positive anti-HBs?",Immune due to hepatitis B vaccination,Immune due to natural infection,Chronically infected,Acutely infected,medicine,Immune due to natural infection
1640,"A 60-year-old man presents with epigastric pain, early satiety, weight loss. Labs show microcytic anemia. Best initial action?",Gastroscopy,Ultrasound of abdomen,Empirical therapy for H. pylori,Trial of proton pump inhibitor for 6 weeks,medicine,Gastroscopy
1641,"A 30-year-old woman with persistent epigastric pain, heartburn despite PPI trial. Gastroscopy and H. pylori testing negative. Best next step?",Ranitidine,Hyoscine butylbromide,Tricyclic antidepressant,Increase the dose of esomeprazole to 80mg/day,medicine,Tricyclic antidepressant
1642,"In a patient with liver cirrhosis and bleeding esophageal varices treated with banding, which drug prevents future bleeding?",Nadolol,Verapamil,Octreotide,Vasopressin,medicine,Nadolol
1643,"An 18-year-old girl with chronic diarrhea, abdominal pain, pallor. Labs show macrocytic anemia, low B12 and folate. Most likely diagnosis?",Celiac disease,Crohn's disease,Ulcerative colitis,Whipple's disease,medicine,Crohn's disease
1644,Which of the following agents has been shown to reduce mortality in patients with congestive heart failure?,Digitalis,Enalapril,Furosemide,Procainamide,medicine,Furosemide
1645,Which of the following is a recognized side effect of furosemide in congestive heart failure?,Hypokalaemia,Bronchospasm,Hypoglycaemia,Haemolytic anaemia,medicine,Hypokalaemia
1646,"A 70-year-old man with ischemic heart disease developed dizziness and confusion following accidental ingestion of a higher dose of atenolol. Blood pressure 70/40 mmHg, Heart rate 46 /min. In addition to holding atenolol and administration of intravenous fluid, which of the following drugs is the most appropriate?",Nifedipine,Glucagon,Salbutamol nebulizer,Aminophylline infusion,medicine,Glucagon
1647,"A 60-year-old man with diabetes, hypertension and intermittent claudication is diagnosed to have stable angina. Decision is made to manage him with intensive medical therapy. He is started on aspirin, rosuvastatin and nitroglycerine but still gets angina with moderate exercise. Which of the following is the most appropriate additional drug?",Diltiazem,Nifedipine,Amlodipine,Metoprolol,medicine,Diltiazem
1648,A 20-year-old woman presents to the Emergency Department with palpitations for 2-hours. She is hemodynamically stable. ECG shows narrow complex tachycardia. Which of the following is the most appropriate initial management?,Oral amiodarone,Carotid sinus massage,Intravenous adenosine,Electrical cardioversion,medicine,Carotid sinus massage
1649,A 65-year-old man with diabetes is admitted to the Coronary Care Unit with diagnosis of acute ST elevation anterior myocardial infarction. He developed massive hematemesis following streptokinase infusion. Which of the following drugs would reverse the action of streptokinase?,Factor VIII concentrate,Aminocaproic acid,Protamine,Vitamin K,medicine,Aminocaproic acid
1650,"A 69-year-old man is admitted with acute chest pain and shortness of breath. Workup confirmed acute myocardial infarction. Upon discharge, he is advised to quit smoking, but he is unwilling to do so. What should be said to the patient during the counseling session?",We feel that you are uncooperative,We will involve the family in this issue,If you do not stop smoking you will die,Continuing smoking means more complications,medicine,Continuing smoking means more complications
1651,A 50-year-old man who works as a bank employee is discharged following a 7-day admission for acute myocardial infarction. He was given 5 different drugs. What further information regarding lifestyle and daily activities should be given to him?,Advise him to change his job,Start driving 2 days after discharge,Refrain from sexual activities for 3 months,Perform mild aerobic exercise from next week,medicine,Perform mild aerobic exercise from next week
2325,"15-month-old with fever, vomiting, CSF: 1200 WBCs, gram+ cocci in chains. Treatment?",Ampicillin,Vancomycin,Ampicillin + gentamicin,Ceftriaxone + vancomycin,pediatric,Ceftriaxone + vancomycin
1652,"A 50-year-old man known to have advanced dilated cardiomyopathy is admitted to the Coronary Care Unit for the 5th time during the past 2 months. This admission is for refractory heart failure despite being on high doses of inotropic agents and nasal CPAP. Decision is made to consider him for heart transplantation. After setting the scene, how would you break the news?",Start with a warning shot and deliver the news in small steps,"Do not waste time, tell him the decision directly",Deal with his concerns by expressing sympathy,Discuss the decision with his son,medicine,Start with a warning shot and deliver the news in small steps
1653,A patient with infective endocarditis started on antibiotics. What is the simplest way in monitoring antibiotic response?,Blood culture,Daily full blood count,Serial echocardiography,Serum C-reactive protein concentration,medicine,Serum C-reactive protein concentration
1654,"A 65-year-old man presents with severe chest pain to Emergency Room. ECG showed ST segment elevation of inferior leads. He received thrombolytic therapy (PA). 3 hours later, he started to feel dizzy. ECG showed 2:1 AV block. IV atropine given with no effect. Vital signs 3 hours later: BP 80/45 mmHg, HR 39 /min, SpO₂ 90 %. Which of the following is the best management option?",IV fluids,Dopamine,Isoprenaline,Temporary pacemaker,medicine,Temporary pacemaker
1655,"A 65-year-old man presented to Emergency Room with severe chest pain. He was diagnosed as inferior MI and received thrombolytic therapy (PA). Few hours later, he developed dizziness. ECG showed bradycardia. Blood pressure 80/50 mmHg, Heart rate 41 /min. Which of the following is the most likely diagnosis?",1st degree heart block,2nd degree heart block,3rd degree heart block,4th degree heart block,medicine,2nd degree heart block
1656,A 34-year-old woman presented to the clinic with new onset SOB and fatigue. She is diagnosed as a case of mitral stenosis with pulmonary hypertension. She is planning to get pregnant and she is hiding the diagnosis from her husband. Which of the following is the most appropriate advice?,Close monitor and follow-up,She can go ahead with her plan,Call her husband and tell him the diagnosis,Counseling her about the risk and stability of the pregnancy,medicine,Counseling her about the risk and stability of the pregnancy
1657,"A 33-year-old man presented with shortness of breath, orthopnea and paroxysmal nocturnal dyspnea. Examination revealed collapsing pulse and wide pulse pressure. Early diastolic murmur over left sternal border and pistol-shot sounds heard over femoral arteries. Which of the following is the most likely diagnosis?",Coarctation of aorta,Aortic regurgitation,Cardiac tamponade,Ventricular septal defect,medicine,Aortic regurgitation
1658,"A 55-year-old patient comes to the clinic. He is hypertensive and on captopril. ECG showed tall, tented T waves. Which of the following is the best next step in management?",Reassurance,Order cardiac enzyme,Check potassium level,Admit him with urgent echo,medicine,Check potassium level
1659,"A 70-year-old woman known to have chronic heart failure presented with severe shortness of breath, paroxysmal nocturnal dyspnea and orthopnea. On examination, she looks unwell, high JVP with bilateral basal crackles at both lungs. S3 was heard at the apex. Which of the following is the best next step in management?",100% O₂,Metolazone,IV furosemide,Order urgent echo,medicine,IV furosemide
1660,"A 65-year-old woman known to have heart failure presented with severe shortness of breath, paroxysmal nocturnal dyspnea and orthopnea. On examination, she looks unwell, high JVP with bilateral basal crackles at both lungs. S3 was heard at the apex. Which of the following is the most likely diagnosis?",Myocardial infarction,Pulmonary edema,Right-sided heart failure,Acute mitral regurgitation,medicine,Pulmonary edema
1661,"A 24-year-old athlete man attended routine clinic visit. He is asymptomatic and has no significant past medical history but found to have a resting pulse of 47 beats/min, normal blood pressure and cardiac examination. Normal CBC, renal function, LFT, and TSH. ECG normal except for sinus bradycardia. Which of the following is the best advice?",Reassurance,Order urgent echo,Genetic counselling,Repeat ECG every 3 months,medicine,Reassurance
1662,A 67-year-old woman diagnosed with heart failure is being treated with loop diuretic and ACE inhibitor with good control of her symptoms. Which of the following medications helps in reducing her long-term mortality?,Digoxin,Nifedipine,Amiodarone,Spironolactone,medicine,Spironolactone
1663,A 67-year-old diabetic patient with atrial fibrillation is hesitant to start anticoagulant due to its risk of inducing bleeding. Which of the following factors is the most important in making the decision?,The patient has no risk for bleeding,The patient has mild risk of thrombosis,The bleeding risk is higher than thrombosis risk,His risk of thromboembolic events is higher than bleeding,medicine,His risk of thromboembolic events is higher than bleeding
1664,A 60-year-old woman admitted to the hospital for cardiac catheterization but she is concerned about its complications. Which of the following is the best way to address her concerns?,Tell her it is very rare and no need to worry,Inform her that her husband will sign the consent,Listen to her concern and explain what are the expected complications,Listen to her concern and explain what are the expected complications and give alternative,medicine,Listen to her concern and explain what are the expected complications and give alternative
1665,"A 57-year-old man with known history of asthma, congestive heart failure and peptic ulcer disease was admitted with asthma exacerbation and rapid atrial fibrillation. He was managed with nebulized salbutamol, IV digoxin, and continued home medications (ACE inhibitor, ranitidine, spironolactone). 24 hours later, his serum potassium is noted to be 2.8 mEq/L. Which of the following medication is most likely to cause this abnormality?",Digoxin,Ranitidine,Salbutamol,Spironolactone,medicine,Salbutamol
1666,"A 21-year-old woman with history of recurrent palpitations, light-headedness and 2 attacks of fainting. ECG showed short PR interval and Inferior lead Q waves. She was diagnosed with Wolf-Parkinson-White (WPW) syndrome. She was given atenolol with no response. Which of the following is the best management option?",Digoxin,Amiodarone,Increase atenolol dose,Radiofrequency ablation,medicine,Radiofrequency ablation
1667,"A 23-year-old woman with systemic lupus erythematosus (SLE) presented to the clinic with a 3-month history of lower-extremity swelling and shortness of breath. She has not had chest pain, palpitations, or fevers. On physical examination, she has jugular venous distension and engorgement with inspiration. Heart sounds are distant; a prominent early diastolic sound without gallops or murmurs is heard. Breath sounds are normal. Abdominal examination reveals shifting dullness. Pitting edema to the level of the knees is noted. Blood pressure 110/70 mmHg, Heart rate 95/min, Respiratory rate 25/min, Temperature 36.6°C, Oxygen saturation 90%. Lab results: Hb 90 g/L, Platelets 450 x 10^9/L, WBC 3 x 10^9/L, Creatinine 150 µmol/L, Albumin 28 g/L, Complement C3 0.5 g/L, Complement C4 0.1 g/L, AST 100 IU/L, ALT 94 IU/L. Which of the following SLE associations most likely explains the current condition?",Constrictive pericarditis,Myocardial infarction,Liver failure,Renal failure,medicine,Constrictive pericarditis
1668,"A 30-year-old woman with systemic lupus erythematosus presented to Emergency Department with seizures and fatigue for 2 days. No history of fever or skin rash. Musculoskeletal and neurologic examinations are normal. She has negative septic workup. Brain MRI revealed multiple hyperintense lesions. Blood pressure 120/70 mmHg, Temperature 37.2°C, Oxygen saturation 95%. Lab results: Hb 110 g/L, Platelets 200 x 10^9/L, WBC 6 x 10^9/L, ESR 35 mm/h, APTT 30 sec, INR 1, Lupus anticoagulant negative, Urea 6 mmol/L, Creatinine 100 µmol/L, CSF Pressure 300 mmH2O, Cells 20 /µL, Total protein 0.65 g/L, Anti-SS antibodies 35, Complement C3 0.5 g/L, Complement C4 0.1 g/L. Which of the following is the most appropriate treatment in addition to corticosteroids?",Cyclophosphamide,Azathioprine,Phenytoin,Heparin,medicine,Cyclophosphamide
1669,A 46-year-old man with GERD on long-term PPI asks about H. pylori eradication after recent diagnosis. Which can occur post-eradication?,No sequel post eradication,Need to increase the PPI dose,Reducing risk of Barrett's esophagitis,Increase the risk of atrophic gastritis,medicine,Need to increase the PPI dose
1670,"A 60-year-old man with DM, HTN, and NSAID use presents with melena. Endoscopy shows bleeding duodenal ulcer. Best next step in management?",High dose of oral PPI BID,High dose of oral H2 blocker,IV PPI infusion for 24 hours then oral PPI,IV PPI infusion for 72 hours then oral PPI,medicine,IV PPI infusion for 72 hours then oral PPI
1671,"A 44-year-old woman with CBD stones post-ERCP develops severe epigastric pain, nausea, elevated lipase. Most effective management for survival benefit?",Urgent repeat of ERCP,Administration of IV antibiotics,Rectal indomethacin and IV steroid,IV Ringer lactate at rate of 250 ml/hours,medicine,IV Ringer lactate at rate of 250 ml/hours
1672,"A 60-year-old alcoholic with chronic epigastric pain and diarrhea. Stool fat >42g/24h, pancreatic calcifications on X-ray. Most effective strategy to control symptoms?",High dose of PPI BID,Long course of metronidazole,"Lipase 30,000 IU with each meal",Diet modification with small frequent low fat meals,medicine,"Lipase 30,000 IU with each meal"
1673,"A 60-year-old man presents with RUQ pain, fever, jaundice. Labs show elevated bilirubin, ALP, transaminases. US shows gallstones and dilated CBD. Most likely diagnosis?",Acute Hepatitis,Liver abscess,Acute cholecystitis,Ascending Cholangitis,medicine,Ascending Cholangitis
1674,Which is the least risk factor for cholesterol gallstones?,Obesity,Nulliparity,Rapid weight loss,Hypertriglyceridemia,medicine,Nulliparity
1675,A 34-year-old asymptomatic woman with persistently high ALP and abnormal MRCP findings. Best next diagnostic step?,Liver biopsy,Perform colonoscopy,Repeat abdomen ultrasound,Check anti-nuclear antibodies,medicine,Perform colonoscopy
1676,What is the most common HCV genotype in Saudi Arabia?,1,2,3,4,medicine,4
1677,A 50-year-old man with positive anti-HCV but negative RNA and normal LFTs. Best next step?,Liver fibroscan,No further tests,Triphasic CT scan of liver,Repeat HCV RNA in 6 months,medicine,No further tests
1678,"A 43-year-old man with chronic hepatitis B, mild liver disease on labs. Best treatment option?",Entecavir,Observation,Lamivudine,Pegylated Interferon,medicine,Entecavir
1679,"A 62-year-old man with epigastric pain after eating, intermittent heartburn, weight loss. Best management strategy?",Routine ultrasound of the abdomen,Urgent referral for upper GI endoscopy,An oral proton pump inhibitor for 4 weeks,Blood testing for H. pylori infection,medicine,Urgent referral for upper GI endoscopy
1680,"A 38-year-old man with epigastric pain, improvement with antacids. Best test to establish diagnosis?",CT scan of the abdomen,Upper endoscopy,Barium swallow,H. pylori antibody,medicine,Upper endoscopy
1681,A 29-year-old smoker with family history of Crohn’s disease. Which increases his risk of developing it?,Being male,Cigarette smoking,No known risk factors,History of appendectomy,medicine,Cigarette smoking
1682,"A 30-year-old woman presents with abdominal pain radiating to back, nausea, vomiting. Labs show elevated amylase/lipase. Predictive marker of poor prognosis?",Hematocrit > 44%,Lipase > 500 IU/L,Amylase > 600 IU/L,Albumin > 3.5 g/dL,medicine,Hematocrit > 44%
1683,"A 30-year-old man with abdominal pain, bloating, diarrhea. Which symptom is highly suggestive of IBS?",Diarrhea that alternate with constipation,Undigested food particles in the stool,Blood streak mixed with stool,Diarrhea at night,medicine,Diarrhea that alternate with constipation
1684,A 55-year-old man with chronic hepatitis C and newly diagnosed hepatocellular carcinoma. Best next step?,Start chemotherapy,Start radiotherapy,Referral for palliative medicine,Referral for surgical resection,medicine,Referral for surgical resection
1685,"A 30-year-old asymptomatic woman with HBsAg+, anti-HBc IgG+, anti-HBe+, but no anti-HBs or HBeAg. Diagnosis?",She has acute hepatitis B,She has chronic hepatitis B,She has received hepatitis B vaccine,She has been exposed to hepatitis B but now in recovery period,medicine,She has chronic hepatitis B
1686,"A 28-year-old woman with jaundice, fatigue, arthralgia, hepatosplenomegaly. High AST/ALT, low albumin. Viral hepatitis negative. Most likely diagnosis?",Hepatocellular carcinoma,Autoimmune hepatitis,Primary biliary cirrhosis,Acute cholangitis,medicine,Autoimmune hepatitis
1687,A 40-year-old man with recent atrial fibrillation converted to sinus rhythm. Which drug best for rhythm control?,Digoxin,Bisoprolol,Verapamil,Amiodarone,medicine,Amiodarone
1688,An 18-year-old girl diagnosed with rheumatic fever and mild mitral valve disease. How long should she receive RF prophylaxis?,Until age 40,Until age 28,Until age 23,Until age 21,medicine,Until age 40
1689,Which is an absolute contraindication to thrombolytic therapy?,Pregnancy,Intracranial hemorrhage 2 years ago,CPR for 10 minutes,BP = 180/110 mmHg at presentation,medicine,Intracranial hemorrhage 2 years ago
1690,"A 28-year-old woman with recurrent palpitations. Episodes sudden onset/offset, normal ECG. Best next investigation?",Exercise ECG,Electrophysiology study,Echocardiogram,Holter monitor,medicine,Holter monitor
1691,An elderly patient with unstable angina on warfarin develops bleeding after heparin. INR = 6.8. Most appropriate response to family?,Apologize and reassure investigation will start,Say sorry and ask them to calm down,Explain it’s a known side effect,Inform situation is under control,medicine,Apologize and reassure investigation will start
1692,A 60-year-old man with 3-vessel CAD refuses bypass surgery. Best communication strategy?,Use SPIKES protocol,Tell son to speak to patient,Respect autonomy and continue meds,Counseling in presence of consultant,medicine,Counseling in presence of consultant
1693,A patient with heart failure and severe rheumatic MR awaiting results. Best way to break bad news?,Avoid asking what he knows,Tell all details from start,Express sympathy over empathy,Deliver information in small steps,medicine,Deliver information in small steps
2326,"9-year-old from Africa with fever, meningismus, lymphocytic CSF. Cause?",Poliovirus,Coronavirus,CMV,EBV,pediatric,Poliovirus
2772,A 6-year-old boy with malnutrition and poor hygiene. Important skill needed to conduct effective consultation?,Lay out room with toys,Ask mother to leave room,Call nurse to take vitals,Put aside time to build rapport with him,pediatric,Put aside time to build rapport with him
1695,A 79-year-old man in ICU for dissecting aortic aneurysm needs emergency surgery. No advance directive. Best approach for consent?,Team signs consent form,Social worker completes consent,Proceed and delay consent,Request court decision,medicine,Proceed and delay consent
1696,A 48-year-old man presents with central chest pain for 1 hour. Similar brief episodes in past 2 weeks. Most likely diagnosis?,GERD,Myocardial infarction,Pneumothorax,Anxiety,medicine,Myocardial infarction
1697,"A 64-year-old hypertensive presents with nocturnal dyspnea, bilateral basal crackles, S3. Most likely diagnosis?",Heart failure,Bronchial asthma,Pulmonary fibrosis,Obstructive sleep apnea,medicine,Heart failure
1698,"A 39-year-old man with exertional dyspnea, no chest pain or ECG changes. Most likely diagnosis?",Classical angina,Anginal equivalent,Musculoskeletal pain,Myocardial infarction,medicine,Anginal equivalent
1699,A 77-year-old hypertensive man presents with fatigue and exertional dyspnea. Grade 2/6 systolic murmur at right upper sternal border. S4 present. EF = 55%. Most likely diagnosis?,Aortic regurgitation,Mitral regurgitation,Aortic stenosis,Mitral stenosis,medicine,Aortic stenosis
1700,"A 49-year-old smoker with diabetes, obesity, and PAD. Best medication to prevent cardiovascular events?",Aspirin,Warfarin,Atenolol,Enoxaparin,medicine,Aspirin
1701,A 34-year-old woman with prolonged QT syndrome and acute bacterial sinusitis. Which antibiotic should be avoided?,Amoxicillin,Moxifloxacin,Clarithromycin,Amoxicillin/clavulanate,medicine,Clarithromycin
